Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
Fabricating an S&OP process: circulating references and matters of concern,2013,Books,,,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
"The value of research activities ""other than"" publishing articles: reflections on an experimental workshop series",2025,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-05-2022-5818,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
Researching the accounting-state-market dynamic in China: A literature review and research agenda,2024,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2024.101444,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
How accounting research understands performativity: effects and processes of a multi-faceted notion,2023,Journals,Qualitative Research in Accounting and Management,http://dx.doi.org/10.1108/QRAM-02-2023-0020,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
"Accounting, simultaneity and relative completeness: The sales and operations planning forecast and the enactment of the 'demand chain'",2020,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2020.101129,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
Modes of Constitution: Acting on distances: aesthetic creativity and nurturing of relationality in a small professional service firm,2019,Conferences,,,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
Modes of Constitution: an Essay on Accounting Performativity,2018,Conferences,,,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
Fabricating an S&OP process: accounting as matters of concern and a Poincare Disk,2013,Conferences,,,Reaven Yu,https://sydney.edu.au/business/about/our-people/academic-staff/lichen.yu.html
Brand capital and debt choice,2024,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2024.103160,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Managerial Ability and Debt Choice,2024,Journals,Abacus,http://dx.doi.org/10.1111/abac.12334,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Real earnings management and debt choice,2024,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2024.102080,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
The Signalling Effect of Corporate Social Responsibility Reporting: Evidence From Short Selling,2024,Journals,Abacus,http://dx.doi.org/10.1111/abac.12349,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Does strategic deviation influence firms' use of supplier finance?,2023,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2023.101787,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Asset redeployability and trade credit,2022,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2022.102024,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Asset Redeployability and Corporate Tax Avoidance,2021,Journals,Abacus,http://dx.doi.org/10.1111/abac.12211,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
Corporate Failure Prediction: An Evaluation of Deep Learning vs Discrete Hazard Models,2021,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2021.101455,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
A machine learning analysis of citation impact among selected Pacific Basin journals,2019,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12584,Nurul Alam,https://sydney.edu.au/business/about/our-people/academic-staff/nurul.alam.html
The UK Corporate Governance Code Principle of 'Comply or Explain': Understanding Code Compliance as 'Subjection',2020,Journals,Abacus,http://dx.doi.org/10.1111/abac.12208,Anthony Krivokapic,https://sydney.edu.au/business/about/our-people/academic-staff/anthony.krivokapic.html
"Algorithms, performance measurement, and management control. In A.M. Lillis, J. Grafton (Eds.)",2024,Book Chapters,,http://dx.doi.org/10.4337/9781803920672.00012,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Actor-Network Theory and Critical Accounting Research. In Robin Roslender (Eds.),2018,Book Chapters,,http://dx.doi.org/10.4324/9781315775203-25,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"The Allure of Innovation: Assembling a Novel Public-Private Partnership. In M. Carlsson-Wall, H. Hakansson, Kalle Kraus, J. Lind, T. Stromsten (Eds.)",2018,Book Chapters,,http://dx.doi.org/10.4324/9781315110998-14,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Actor - network theory and strategy as practice. In Damon Golsorkhi, Linda Rouleau, David Seidl, Eero Vaara (Eds.)",2015,Book Chapters,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Actor-Network Theory and the Study of Interorganisational Network-Relations. In Hakan Hakansson, Kalle Kraus, Johnny Lind (Eds.)",2010,Book Chapters,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Situating Management Accounting Practice. In Jane Baxter, Chris Poullaos (Eds.)",2009,Book Chapters,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Studying Accounting in Action: The Challenge of Engaging with Management Accounting Practice. In Christopher S. Chapman, David J. Cooper, and Peter Miller (Eds.)",2009,Book Chapters,,http://dx.doi.org/10.1093/acprof:oso/9780199546350.003.0004,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Reframing management accounting practice: A diversity of perspectives. In A Bhimani (Eds.),2006,Book Chapters,,http://dx.doi.org/10.1093/acprof:oso/9780199283361.003.0003,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"The Empire strikes back? An exploration of centre-periphery interaction between the ICAEW and accounting associations in the self-governing colonies of Australia, Canada and South Africa, 1880-1907. In Warwick Funnell and Robert Williams (Eds.)",2005,Book Chapters,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Management accounting inscriptions and the post-industrial experience of organizational control. In Bhimani (Eds.),2003,Book Chapters,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Affect and reason in uncertain accounting settings: The case of capital investment appraisal,2024,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.13185,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Is greater connectivity of financial and non-financial information in annual reports valued by market participants?,2024,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2024.101407,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Projecting, infrastructuring and calculating: From an In vitro to an In vivo carbon market",2024,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2024.101549,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Researching the accounting-state-market dynamic in China: A literature review and research agenda,2024,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2024.101444,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
The Effect of Organizational Climate on Sell-side Analyst Turnover and Performance,2024,Journals,Abacus,http://dx.doi.org/10.1111/abac.12306,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Engaging with Matters that Matter: A Cross-Cultural Journey into the Financialization of Climate Change Effects,2023,Journals,Qualitative Research in Accounting and Management,http://dx.doi.org/10.1108/QRAM-01-2022-0002,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Mapping and contesting peer selection in digitalized public sector benchmarking,2022,Journals,Financial Accountability and Management,http://dx.doi.org/10.1111/faam.12306,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Matters of concern and engaged research,2022,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.13002,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Task Force on Climate-related Financial Disclosures (TCFD) Implementation: An Overview and Insights from the Australian Accounting Standards Board Dialogue Series,2022,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/auar.12388,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Seduction as control: Gamification at Foursquare,2021,Journals,Management Accounting Research,http://dx.doi.org/10.1016/j.mar.2021.100765,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Using critical realism in critical accounting research - a commentary by two ANTs,2020,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-09-2019-4164,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting and passionate interests: The case of a Swedish football club,2019,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2018.08.002,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Accounting for the cost of sports-related violence: A case study of the socio-politics of ""the"" accounting entity",2019,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-02-2018-3364,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Professionalization in Asia - whence and whither,2019,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-04-2018-3454,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Radical Developments in Accounting Thought? Reflections on Positivism, the Impact of Rankings and Research Diversity",2019,Journals,Behavioral Research in Accounting,http://dx.doi.org/10.2308/bria-52377,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"""Collaboration is Key. Why can't we get there?""",2018,Journals,Controlling & Management Review,http://dx.doi.org/10.1007/s12176-018-0039-5,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"A study of alliance dynamics, accounting and trust-as-practice",2016,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2016.04.004,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting for Stakeholders and Making Accounting Useful,2015,Journals,Journal of Management Studies,http://dx.doi.org/10.1111/joms.12142,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Accounting as an affective technology: A study of circulation, agency and entrancement",2013,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2013.05.001,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
On Theory as a 'Deliverable' and its Relevance in 'Policy' Arenas,2012,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2011.05.001,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
In Search of 'Successful' Accounting Research,2011,Journals,European Accounting Review,http://dx.doi.org/10.1080/09638180.2011.559033,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
The Use of Collaborative Interfirm Contracts in the Presence of Task and Demand Uncertainty: A Discussion,2011,Journals,Contemporary Accounting Research,http://dx.doi.org/10.1111/j.1911-3846.2011.01129.x,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Assurance on Sustainability Reports: An International Comparison,2009,Journals,The Accounting Review,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Inter-Organisational Alliances and the Importanceof Accounting for Value in Kind Transactions: Exploring the Roleof Formal Management Accounting Controls,2009,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2009.00046.x,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting and empire: Professionalization-as-resistance The case of Philippines,2007,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2006.01.008,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting change as relational drifting: A field study of experiments with performance measurement,2007,Journals,Management Accounting Research,http://dx.doi.org/10.1016/j.mar.2006.06.007,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"A management accountant from ""downunder"": The research of Professor Bill Birkett (1940-2004)",2006,Journals,Management Accounting Research,http://dx.doi.org/10.1016/j.mar.2005.12.002,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Mediating between colonizer and colonized in the American empire: Accounting for government moneys in the Philipines,2006,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/09513570610651948,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Making And Managing Organisational Knowledge(S),2004,Journals,Management Accounting Research,http://dx.doi.org/10.1016/j.mar.2003.09.001,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"The Empire Strikes Back? An Exploration of Centre-Periphery Interaction between the ICAEW and Accounting Associations in the Self-Governing Colonies of Australia, Canada and South Africa, 1880-1907",2002,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/S0361-3682(01)00020-4,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Events-effects: how matter affects accounting measurement differentially,2021,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting as metrological infrastructuring: a study of the making of an Australian carbon market,2020,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Control as Seduction: Gamification at Foursquare,2020,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
The Dispersed Materiality of Organizing: A Field-Study of the Practice of Analytics,2018,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"The enactment model of measurement: Fugitives, putrescibles and sludge",2016,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
The phantom emergence of the Phillipine accounting profession,2005,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Change Or 'Situated Drift'? A Field Study Of Accounting Experimentation,2004,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Good Government And The Prejudices Of The People: The Case Of The Phillipine National Bank, 1916-1924",2004,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
A field study of factors motivating environmental risk management strategy,2003,Conferences,,,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"A Field Study of Innovating with Big Data Analytics, The University of Sydney Accounting Foundation, Research Executive Summary, Volume 1, Issue 1",2020,Report,"A Field Study of Innovating with Big Data Analytics, The University of Sydney Accounting Foundation, Research Executive Summary, Volume 1, Issue 1",,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
Accounting for the climate horizon: A study of TCFD implementation,2020,Research Reports,Accounting for the climate horizon: A study of TCFD implementation,https://www.cimaglobal.com/Research--Insight/Accounting-for-the-climate-horizon/,Wai-Fong Chua,https://sydney.edu.au/business/about/our-people/academic-staff/waifong.chua.html
"Advancing a Responsible Business Mindset. In S. Bustamante, E. Saltevo, M. Schmitz, M. Martinovic (Eds.)",2022,Book Chapters,,http://dx.doi.org/10.5771/9783748933090-197,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
"Reprint of: Heterogeneity in the integration of ESG measures in executive compensation: Determinants, contracting details and outcomes",2025,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2025.101559,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
"WITHDRAWN: Heterogeneity in the integration of ESG measures in executive compensation: Determinants, contracting details and outcomes",2024,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2024.101440,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Does Earnings Quality Influence Corporate Social Responsibility Performance? Empirical Evidence of the Causal Link,2023,Journals,Abacus,http://dx.doi.org/10.1111/abac.12286,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Direct Method Operating Cash Flow Disclosures: Determinants and Incremental Usefulness,2021,Journals,Abacus,http://dx.doi.org/10.1111/abac.12238,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Liquidity and information asymmetry around unscheduled mining announcements,2021,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12694,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Accounting for Intangibles: Can Capitalization of R&D Improve Investment Efficiency?,2019,Journals,Abacus,http://dx.doi.org/10.1111/abac.12149,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Independently Certified Industry-specific Disclosures to the Capital Market: The JORC Code in the Australian Mining Industry,2019,Journals,Abacus,http://dx.doi.org/10.1111/abac.12153,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Know your industry: the implications of using static GICS classifications in financial research,2019,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12285,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Merging time-series Australian data across databases: challenges and solutions,2016,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12123,Chuan Yu,https://sydney.edu.au/business/about/our-people/academic-staff/c.yu.html
Adoption of artificial intelligence in auditing: An exploratory study,2023,Journals,Australian Journal of Management,http://dx.doi.org/10.1177/03128962221108440,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Audit report construction: public sector organisation perspectives within a non-financial information context,2023,Journals,"Journal of Public Budgeting, Accounting & Financial Management",http://dx.doi.org/10.1108/JPBAFM-09-2021-0135,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Using social connection to drive engagement in emergency remote teaching and learning,2023,Journals,Higher Education Research and Development,http://dx.doi.org/10.1080/07294360.2023.2203471,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Global supply chains after COVID-19: the end of the road for neoliberal globalisation?,2021,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-06-2020-4634,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Integrating the Dalai Lama's virtue ethical teachings in the workplace,2017,Journals,Journal of Corporate Citizenship,http://dx.doi.org/10.9774/TandF.4700.2017.de.00005,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Contributing barriers to corporate social and environmental responsibility practices in a developing country: A stakeholder perspective,2016,Journals,"Sustainability Accounting, Management and Policy Journal",http://dx.doi.org/10.1108/SAMPJ-09-2014-0056,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Corporate Social and Environmental Responsibility Reporting Practices from an Emerging Mobile Telecommunications Market,2015,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/auar.12076,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Do stakeholders or social obligations drive corporate social and environmental responsibility reporting? Managerial views from a developing country,2015,Journals,Qualitative Research in Accounting and Management,http://dx.doi.org/10.1108/QRAM-10-2014-0061,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Stakeholder Inclusivity in Social and Environmental Report Assurance,2011,Journals,Social and Environmental Accountability Journal,http://dx.doi.org/10.1080/0969160X.2011.556414,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
The Differential Impact of the Force of Law Australian Auditing Standards,2011,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2011.00131.x,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Assurance of Australian Natural Resource Management,2010,Journals,Public Management Review,http://dx.doi.org/10.1080/14719037.2010.496267,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Article review: Perceived Stakeholder Influences and Organisations' use of environmental audits,2009,Journals,Social and Environmental Accountability Journal,http://dx.doi.org/10.1080/0969160X.2009.9651807,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
The Force of Law: Australian Auditing Standards and Their Impact on the Auditing Profession,2009,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2008.00038.x,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
AI Use in Auditing - A Technology Dominance Perspective,2025,Conferences,,http://dx.doi.org/10.24251/HICSS.2025.660,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Unpacking Emergency Remote Teaching and Learning Experiences,2021,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Impact of Artificial Intelligence on Auditing - An Exploratory Study,2020,Conferences,,https://aisel.aisnet.org/amcis2020/accounting_info_systems/accounting_info_systems/8,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Collaboration and co-creation: Lessons from working in a multi-disciplinary team on the Industry Placement Program,2018,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
The Multidisciplinary Audit Team: Diversity Challenges for Non-financial Information Assurance,2016,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
The Multidisciplinary Audit Team: Diversity Challenges for Non-financial Information Assurance,2016,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Audit Reporting on Non-financial Information: One Audit Two Reports,2015,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
"Independent Assurance of Corporate Social Disclosure: Producing ""Certificates of Comfort"" or Enhancing Credibility?",2011,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
The Introduction of legally enforceable auditing standards and their impact on the auditing profession in Australia,2008,Conferences,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Connecting with students through humour,2022,Report,,https://cdrg.blog/2022/10/28/connecting-with-students-through-humour/,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Re-energised Teaching,2021,Report,,https://cdrg.blog/2021/07/26/re-energised-teaching/,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
2010-2011 Business and Professional Ethics Group Report,2011,Report,,,Angela Hecimovic,https://sydney.edu.au/business/about/our-people/academic-staff/angela.hecimovic.html
Legally-Recognised Group Structures: An Exploratory Analysis,2012,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2012.00170.x,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Components of Other Comprehensive Income and Analyst Forecasting Behaviour,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Incremental Information Content of the Disaggregation of Other Comprehensive Income,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Incremental Information Content of the Disaggregation of Other Comprehensive Income,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Incremental Information Content of the Disaggregation of Other Comprehensive Income,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
It's Your Funeral: An Investigation of Pricing in the Funeral Industry in Australia,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Subsidiary disclosure and audit costs: A case for reporting exemptions?,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
The Components of Other Comprehensive Income and Analyst Behaviour,2018,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Market Reaction to Financial Reporting Relief: Deeds of cross guarantee,2013,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
Regulatory Influences on Group Composition: An Australian Perspective,2012,Conferences,,,Tina Huynh,https://sydney.edu.au/business/about/our-people/academic-staff/tina.huynh.html
"Is Arm's Length Profit Split Methodology Morphing into a Formulary Apportionment Hybrid: The Chinese Example. In R. Krever, F. Vaillancourt (Eds.)",2020,Book Chapters,,https://lrus.wolterskluwer.com/store/product/the-allocation-of-multinational-business-income-reassessing-the-formulary-apportionment-option/,Fei Gao,https://sydney.edu.au/business/about/our-people/academic-staff/fei.gao.html
Chinese Investment Could Bring Manufacturing Back to the United States,2025,Journals,Tax Notes International,https://www.taxnotes.com/tax-notes-international/tariffs/chinese-investment-could-bring-manufacturing-back-united-states/2025/05/19/7s3tr,Fei Gao,https://sydney.edu.au/business/about/our-people/academic-staff/fei.gao.html
"Critical Perspectives on Accounting and Race: Shifting the Focus From Periphery to Centre Using a Critical Race Theory and Critical Dialogic Accounting and Accountability Approach. In A. Lewis, A.J. Saatkamp, J. Sopt (Eds.)",2025,Book Chapters,,http://dx.doi.org/10.1108/978-1-83753-030-420251028,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Disabled women entrepreneurs and microfinance: a road less travelled (for a reason)? In S. Yousafzai, W. Ng, S. Sheikh, T. Coogan (Eds.)",2022,Book Chapters,,http://dx.doi.org/10.4337/9781789905649.00023,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Emerging economies. In Robin Roslender (Eds.),2018,Book Chapters,,http://dx.doi.org/10.4324/9781315775203-15,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Critical dialogic accounting and accountability engagement: Exploring the micropolitics of microfinance and women’s empowerment through participatory action research,2025,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2024.102786,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Reclaiming Resistance: A Commentary on Student Movements, Counter Accounting, and the Ousting of Sheikh Hasina’s Autocratic Regime in Bangladesh",2025,Journals,Social and Environmental Accountability Journal,http://dx.doi.org/10.1080/0969160X.2025.2471302,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Sustainability in the chocolate industry: a scoping review of accounting journals and the development of a research agenda,2025,Journals,Meditari Accountancy Research,http://dx.doi.org/10.1108/MEDAR-05-2024-2477,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Authoritarian Neoliberalism and Asylum Seekers: the Silencing of Accounting and Accountability in Offshore Detention Centres,2024,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-024-05770-4,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Bridging the gap: sustainable development goals as catalysts for change in accounting education and society,2024,Journals,Meditari Accountancy Research,http://dx.doi.org/10.1108/MEDAR-02-2024-2375,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
