Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
Does religiosity matter for corporate labor investment decisions?,2021,Journals,Journal of Contemporary Accounting and Economics,http://dx.doi.org/10.1016/j.jcae.2021.100264,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Central Hub M&A Advisors,2021,Journals,Review of Finance,http://dx.doi.org/10.1093/rof/rfaa043,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
CEO-director ties and labor investment efficiency,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2019.101492,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
"Religiosity, CEO Overconfidence, and Corporate Hiring Decisions",2020,Journals,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Who Acquires Toxic Targets?,2018,Journals,Journal of Empirical Legal Studies,http://dx.doi.org/10.1111/jels.12195,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
The value-added role of industry specialist advisors in M&amp;As,2017,Journals,Journal of Banking and Finance,http://dx.doi.org/10.1016/j.jbankfin.2017.04.010,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Are Two Heads Better than One? The Role of Investment Banking Syndicates in M&As,2017,Journals,SSRN Electronic Journal,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Corporate litigation and changes in CEO reputation: guidance from U,2016,Journals,Journal of Contemporary Accounting and Economics,http://hdl.handle.net/2440/108140,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Tax compliance behaviour in Australian self-managed superannuation funds,2015,Journals,eJournal of Tax Research,http://hdl.handle.net/2440/107539,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
The decision to seek advice in the self-directed retirement fund industry,2015,Journals,Applied Economics,http://hdl.handle.net/2440/91365,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
"R&D intensity, cross-border strategic alliances, and valuation effects",2015,Journals,"Journal of International Financial Markets, Institutions and Money",http://hdl.handle.net/2440/95820,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Extraordinary acquirers,2015,Journals,Journal of Financial Economics,http://hdl.handle.net/2440/97140,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Corporate litigation and executive turnover,2015,Journals,Journal of Corporate Finance,http://hdl.handle.net/2440/103627,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Private capital flows and economic growth in Africa: the role of domestic financial markets,2014,Journals,"Journal of International Financial Markets, Institutions and Money",http://hdl.handle.net/2440/108975,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Information asymmetry and international strategic alliances,2013,Journals,Journal of Banking & Finance,http://hdl.handle.net/2440/79923,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Exploring the causality links between financial markets and foreign direct investment in Africa,2013,Journals,Research in International Business and Finance,http://hdl.handle.net/2440/78307,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Internal restructuring and firm survival,2012,Journals,International Review of Finance,http://hdl.handle.net/2440/76153,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Domestic banking sector development and cross border mergers and acquisitions in Africa,2012,Journals,Review of Development Finance,http://hdl.handle.net/2440/72716,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
"Comparative Advantage, Industry Specialization, and the Role of Investment Banks in M&As",2012,Journals,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Corporate governance and restructuring activities following completed bids,2011,Journals,Corporate Governance-An International Review,http://hdl.handle.net/2440/65197,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Economic conditions and the motives for multiple open-market share buybacks,2011,Journals,Research in International Business and Finance,http://hdl.handle.net/2440/71273,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
"Divestitures, wealth effects and corporate governance",2010,Journals,Accounting and Finance,http://hdl.handle.net/2440/61689,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Human development and cross-border acquisitions,2010,Journals,Journal of Empirical Finance,http://hdl.handle.net/2440/61488,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Corporate life cycle and M&A activity,2010,Journals,Journal of Banking & Finance,http://hdl.handle.net/2440/57701,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Interaction effects of restructuring decisions on operating profit following performance shocks,2009,Journals,Journal of Economics and Business,http://hdl.handle.net/2440/65933,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Acquisitions from UK firms into emerging markets,2008,Journals,Global Finance Journal,http://hdl.handle.net/2440/66262,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Analysing the wealth effect of UK divestitures: An examination of domestic and international sales,2008,Journals,Research in International Business and Finance,http://hdl.handle.net/2440/66298,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
The role of investment banks in M&A transactions: Fees and services,2008,Journals,Pacific-Basin Finance Journal,http://hdl.handle.net/2440/66397,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Are corporate restructuring events driven by common factors? Implications for takeover prediction,2007,Journals,Journal of Business Finance & Accounting,http://hdl.handle.net/2440/66065,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
The impact of institutional shareholding on firm income instability risk: Evidence from Finland,2007,Journals,Corporate Ownership and Control,http://dx.doi.org/10.22495/cocv4i3c2p5,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Evaluating the characteristics of corporate boards associated with layoff decisions,2006,Journals,Corporate Governance (Oxford),http://hdl.handle.net/2440/66815,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Domestic or international: Divestitures in Australian multinational corporations,2006,Journals,Global Finance Journal,http://hdl.handle.net/2440/66814,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Evaluating the market reaction to UK divestitures,2006,Journals,Management Research Review,http://hdl.handle.net/2440/66813,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Industry aspects of takeovers and divestitures: Evidence from the UK,2005,Journals,Journal of Banking & Finance,http://hdl.handle.net/2440/66299,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Commonality in Total Asset Growth,,Journals,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
The Spillover Effects of Exogenous Events on Managerial Disclosure of Earnings Forecasts: Evidence from U,,Journals,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Financial misconduct and market-based penalties,2020,Book Chapters,,http://hdl.handle.net/2440/131877,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Private capital flows and economic growth,2020,Book Chapters,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Due diligence on strategic fit and integration issues: a focal point of M&A success,2010,Book Chapters,,http://hdl.handle.net/2440/61744,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Corporate governance reforms: A necessity for corporate sector development in Ghana,2008,Book Chapters,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Do outsider-dominated boards and large board size curtail firm risk taking?,2008,Book Chapters,,,Professor Alfred Yawson,https://researchers.adelaide.edu.au/profile/alfred.yawson,"Professor, Corporate Finance",Finance
Firm culture and internal control system,2022,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.13020,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
Managerial Political Orientation and Insider Trading,2021,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12797,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
Short selling and firms' disclosure of bad news: evidence from regulation SHO,2019,Journals,Journal of Financial Reporting,http://hdl.handle.net/2440/124416,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
Firms' disclosure policies and capital investment: Evidence from Regulation Fair Disclosure,2019,Journals,"Journal of Accounting, Auditing & Finance",http://hdl.handle.net/2440/124430,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
The real effects of corporate fraud: evidence from class action lawsuits,2016,Journals,Accounting & Finance,http://dx.doi.org/10.1111/acfi.12090,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
Do Banks Price Litigation Risk in Debt Contracting? Evidence from Class Action Lawsuits,2015,Journals,Journal of Business Finance &amp; Accounting,http://dx.doi.org/10.1111/jbfa.12164,Dr Yunyan Zhang,http://researchers.adelaide.edu.au/profile/yunyan.zhang,Senior Lecturer,Accounting
Is auditors' migration status associated with their performance?,2025,Journals,European Accounting Review,https://hdl.handle.net/2440/142189,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
"Dividend imputation in Australia: Franking credits, tax changes and payout policy",2025,Journals,"Australian Tax Forum: a journal of taxation policy, law and reform",,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Dividend signalling and investor protection: An international comparison,2024,Journals,Journal of Contemporary Accounting and Economics,http://dx.doi.org/10.1016/j.jcae.2024.100441,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
"CDS Trading Initiation, Information Asymmetry, and Dividend Payout",2023,Journals,Management Science,http://dx.doi.org/10.1287/mnsc.2022.4337,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Coping with COVID: pivoting perspectives from teaching a third-year undergraduate financial accounting course,2021,Journals,Accounting Research Journal,http://dx.doi.org/10.1108/ARJ-09-2020-0295,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Specifying Dividend Provisions in Response to Dividend Regulation: Evidence from China,2021,Journals,Emerging Markets Finance and Trade,http://dx.doi.org/10.1080/1540496X.2020.1807321,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Wealth effects of dividend regulation: Evidence from China,2021,Journals,Australian Journal of Management,http://dx.doi.org/10.1177/0312896220935947,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Diversity of signing auditors and audit quality,2021,Journals,Auditing,http://dx.doi.org/10.2308/AJPT-19-068,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Air pollution and analyst information production,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2019.101536,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Hierarchy and Performance of Analyst Teams,2020,Journals,European Accounting Review,http://dx.doi.org/10.1080/09638180.2020.1714460,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Earnings,2020,Journals,Abacus,http://dx.doi.org/10.1111/abac.12200,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
The effects of a comply-or-explain dividend regulation in China,2018,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2018.07.002,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Market response to expected regulatory costs related to haze,2017,Journals,Journal of Accounting and Public Policy,http://dx.doi.org/10.1016/j.jaccpubpol.2017.03.002,Dr Kevin Li,https://researchers.adelaide.edu.au/profile/k.li,Associate Professor,Accounting
Quality of care in mental health services: does patient engagement play a role?,2025,Journals,International Journal of Quality and Reliability Management,http://dx.doi.org/10.1108/IJQRM-10-2021-0373,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Misuse of social media and climate of distrust in the B2B environment: a moderated-mediation analysis,2025,Journals,Journal of Marketing Theory and Practice,http://dx.doi.org/10.1080/10696679.2025.2544675,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Navigating the platform economy: Crafting a customer analytics capability instrument,2024,Journals,Journal of Business Research,http://dx.doi.org/10.1016/j.jbusres.2023.114260,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Data-driven market effectiveness: The role of a sustained customer analytics capability in business operations,2023,Journals,Technological Forecasting and Social Change,http://dx.doi.org/10.1016/j.techfore.2023.122745,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
A framework for AI-powered service innovation capability: Review and agenda for future research,2023,Journals,Technovation,http://dx.doi.org/10.1016/j.technovation.2023.102768,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Addressing the grand challenges of poverty with data-driven creative service offerings,2023,Journals,Journal of Product Innovation Management,http://dx.doi.org/10.1111/jpim.12679,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
How does quality-dominant logic ensure marketing analytics success and tackle business failure in industrial markets?,2023,Journals,Industrial Marketing Management,http://dx.doi.org/10.1016/j.indmarman.2022.12.005,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
The new wave of AI-powered luxury brands online shopping experience: The role of digital multisensory cues and customers’ engagement,2023,Journals,Journal of Retailing and Consumer Services,http://dx.doi.org/10.1016/j.jretconser.2023.103273,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Avoidance behaviour towards using pirated software: testing a seven-component model on SME employees,2022,Journals,Information Technology and People,http://dx.doi.org/10.1108/ITP-12-2019-0621,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
"Value co-creation on a shared healthcare platform: Impact on service innovation, perceived value and patient welfare",2022,Journals,Journal of Business Research,http://dx.doi.org/10.1016/j.jbusres.2021.11.077,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Role of enterprise information system management in enhancing firms competitive performance towards achieving SDGs during and after COVID-19 pandemic,2022,Journals,Journal of Enterprise Information Management,http://dx.doi.org/10.1108/JEIM-04-2021-0163,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Destination brand equity and tourist's revisit intention towards health tourism: an empirical study,2022,Journals,Benchmarking,http://dx.doi.org/10.1108/BIJ-03-2021-0173,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
How does remote analytics empowerment capability payoff in the emerging industrial revolution?,2022,Journals,Journal of Business Research,http://dx.doi.org/10.1016/j.jbusres.2022.02.064,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Operationalizing Artificial Intelligence-Enabled Customer Analytics Capability in Retailing,2022,Journals,Journal of Global Information Management,http://dx.doi.org/10.4018/JGIM.298992,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
"Marketing analytics capability, artificial intelligence adoption, and firms' competitive advantage: Evidence from the manufacturing industry",2022,Journals,Industrial Marketing Management,http://dx.doi.org/10.1016/j.indmarman.2022.08.017,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?,2022,Journals,Journal of Enterprise Information Management,http://dx.doi.org/10.1108/JEIM-05-2020-0185,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Why doesn't our value creation payoff: Unpacking customer analytics-driven value creation capability to sustain competitive advantage,2021,Journals,Journal of Business Research,http://dx.doi.org/10.1016/j.jbusres.2021.03.063,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Big data-driven strategic orientation in international marketing,2021,Journals,International Marketing Review,http://dx.doi.org/10.1108/IMR-11-2020-0256,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
How does value co-creation transform quality of life at the bottom of the pyramid?,2021,Journals,Journal of Marketing Management,http://dx.doi.org/10.1080/0267257X.2021.1919745,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
An integrative model of consumer-based heritage destination brand equity,2021,Journals,Tourism Review,http://dx.doi.org/10.1108/TR-12-2019-0505,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Millennials’ purchasing behavior toward fashion clothing brands: influence of brand awareness and brand schematicity,2021,Journals,Journal of Fashion Marketing and Management,http://dx.doi.org/10.1108/JFMM-07-2019-0137,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Revisiting customer analytics capability for data-driven retailing,2020,Journals,Journal of Retailing and Consumer Services,http://dx.doi.org/10.1016/j.jretconser.2020.102187,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Conceptualising online fashion brand recognition: scale development and validation,2020,Journals,Spanish Journal of Marketing - ESIC,http://dx.doi.org/10.1108/SJME-10-2019-0080,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
E-service quality and trust on customer's patronage intention: Moderation effect of adoption of advanced technologies,2020,Journals,Journal of Global Information Management,http://dx.doi.org/10.4018/JGIM.2020010103,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Optimizing competitive performance of service firms in data-rich environment,2020,Journals,Journal of Service Theory and Practice,http://dx.doi.org/10.1108/JSTP-04-2020-0077,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Mediating effect of employee’s commitment on workplace spirituality and executive’ssales performance: An empirical investigation,2019,Journals,Journal of Islamic Marketing,http://dx.doi.org/10.1108/JIMA-02-2018-0024,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Awareness of occupational hazards in learning organizations: Knowledge sharing behavior and sense of spirituality perspective,2019,Journals,"Global Knowledge, Memory and Communication",http://dx.doi.org/10.1108/GKMC-01-2018-0007,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Service Marketing Strategies for Small and Medium Enterprises,2019,Journals,,http://dx.doi.org/10.4018/978-1-5225-7891-8,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Patient’s behavioral intention: public and private hospitals context,2018,Journals,Marketing Intelligence and Planning,http://dx.doi.org/10.1108/MIP-08-2017-0155,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Awareness on climate change: perceived physical and psychological impact among the young generation,2018,Journals,Interdisciplinary Environmental Review,http://dx.doi.org/10.1504/ier.2018.089783,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
Goodwill Automotive: Taking Light Engineering from Survival Mode to Sustainable,2018,Journals,,http://dx.doi.org/10.4135/9781526438973,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
"Tacit knowledge-sharing behavior among the academic staff: Trust, self-efficacy, motivation and Big Five personality traits embedded model",2018,Journals,International Journal of Educational Management,http://dx.doi.org/10.1108/IJEM-08-2017-0193,Dr Md Afnan Hossain,https://researchers.adelaide.edu.au/profile/mdafnan.hossain,Lecturer,Finance
"Understanding practitioners’ challenges and requirements in the design, implementation, and evaluation of anti-phishing interventions",2025,Journals,Journal of Systems and Software,http://dx.doi.org/10.1016/j.jss.2025.112356,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
Corporate cybersecurity risk and data breaches: A systematic review of empirical research,2024,Journals,Australian Journal of Management,http://dx.doi.org/10.1177/03128962241293658,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
The impact of CEO attributes on corporate decision-making and outcomes: a review and an agenda for future research,2024,Journals,International Journal of Managerial Finance,http://dx.doi.org/10.1108/IJMF-02-2023-0092,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",2024,Journals,Journal of Systems and Software,https://hdl.handle.net/2440/144334,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
"Economic shocks, M&A advisors, and industry takeover activity",2023,Journals,Pacific-Basin Finance Journal,https://hdl.handle.net/2440/144560,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
The effect of accounting fraud on future stock price crash risk,2022,Journals,Economic Modelling,http://dx.doi.org/10.1016/j.econmod.2022.106072,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
CEO gender and employee relations: Evidence from labor lawsuits,2021,Journals,Journal of Banking and Finance,http://dx.doi.org/10.1016/j.jbankfin.2021.106136,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
CEO turnover and bankrupt firms’ emergence,2020,Journals,Journal of Business Finance and Accounting,http://dx.doi.org/10.1111/jbfa.12482,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
Judge political affiliation and impacts of corporate environmental litigation,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2020.101670,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
"Rhetoric, Reality, and Reputation: Do CSR and Political Lobbying Protect Shareholder Wealth against Environmental Lawsuits?",2020,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109019000073,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
Share pledges and firm value,2019,Journals,Pacific-Basin Finance Journal,http://dx.doi.org/10.1016/j.pacfin.2019.04.001,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
Animating student engagement: The impacts of cartoon instructional videos on learning experience,2019,Journals,Research in Learning Technology,http://dx.doi.org/10.25304/rlt.v27.2124,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
The value of more women on board,2019,Journals,Environmental Forum,,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
Social media as a student response system: new evidence on learning impact,2018,Journals,Research in Learning Technology,http://dx.doi.org/10.25304/rlt.v26.2043,Associate Professor Chelsea Liu,http://researchers.adelaide.edu.au/profile/chelsea.liu,Associate Prof/Reader,Accounting
